CODPARC;NUMCONTRATO;DTCONTRATO;STATUSCONTRATO;CEP
79095;460662;2019-06-15 00:00:00.000;ATIVO;31872130
79097;460664;2019-06-15 00:00:00.000;ATIVO;30390005
79099;460666;2019-06-15 00:00:00.000;ATIVO;31842060
79103;569752;2024-01-11 14:03:08.000;SUSPENSO;30670195
79106;531243;2022-08-18 10:41:09.000;ATIVO;30624504
79110;460677;2019-06-17 00:00:00.000;ATIVO;30628600
79111;545259;2022-12-08 08:10:24.000;ATIVO;31845142
79115;460682;2019-06-17 00:00:00.000;ATIVO;31970390
79123;566416;2023-11-06 20:21:20.000;SUSPENSO;31842140
79126;518776;2022-02-10 13:52:12.000;ATIVO;31960490
79127;499747;2021-05-21 12:51:21.000;ATIVO;31845380
79131;460698;2019-06-17 00:00:00.000;ATIVO;31920420
79132;460699;2019-06-17 00:00:00.000;ATIVO;31370440
79134;530859;2022-08-12 13:08:29.000;ATIVO;30666680
79135;460702;2019-06-17 00:00:00.000;ATIVO;31870670
79136;572057;2024-03-18 14:09:35.000;EFETIVADO;31060440
79141;460708;2019-06-17 00:00:00.000;ATIVO;30520440
79142;460709;2019-06-17 00:00:00.000;ATIVO;30692140
79143;460710;2019-06-17 00:00:00.000;SUSPENSO;30285310
79144;460711;2019-06-17 00:00:00.000;ATIVO;30280500
79145;460712;2019-06-17 00:00:00.000;ATIVO;31630390
79146;460713;2019-06-17 00:00:00.000;ATIVO;30850475
79147;460714;2019-06-17 00:00:00.000;ATIVO;30672656
79151;460718;2019-06-18 00:00:00.000;ATIVO;30626283
79155;460722;2019-06-18 00:00:00.000;ATIVO;31575090
79156;460723;2019-06-18 00:00:00.000;ATIVO;30624290
79159;460726;2019-06-18 00:00:00.000;ATIVO;31844380
79160;460727;2019-06-18 00:00:00.000;ATIVO;31610330
79162;508325;2021-09-10 18:33:04.000;ATIVO;31870520
79163;460730;2019-06-18 00:00:00.000;ATIVO;31155430
79168;460735;2019-06-18 00:00:00.000;SUSPENSO;30692350
79175;460742;2019-06-18 00:00:00.000;ATIVO;31650590
79178;460745;2019-06-18 00:00:00.000;ATIVO;30514280
79185;564506;2023-10-04 10:08:57.000;ATIVO;30670050
79187;460754;2019-06-18 00:00:00.000;ATIVO;30626670
79189;460756;2019-06-18 00:00:00.000;ATIVO;31520020
79191;460758;2019-06-18 00:00:00.000;ATIVO;31920430
79198;460765;2019-06-18 00:00:00.000;ATIVO;31615340
79199;460766;2019-06-18 00:00:00.000;ATIVO;31060240
79202;460769;2019-06-18 00:00:00.000;ATIVO;30626260
79206;524182;2022-05-06 18:20:24.000;ATIVO;30810522
79211;460778;2019-06-19 00:00:00.000;ATIVO;31130570
79213;460780;2019-06-19 00:00:00.000;ATIVO;31170400
79221;492114;2021-02-11 18:03:50.000;ATIVO;30860260
79225;460792;2019-06-19 00:00:00.000;ATIVO;31370654
79227;460794;2019-06-19 00:00:00.000;ATIVO;31035200
79229;460796;2019-06-19 00:00:00.000;ATIVO;30692460
79232;460799;2019-06-19 00:00:00.000;ATIVO;31515200
79234;460801;2019-06-19 00:00:00.000;ATIVO;31540250
79239;460806;2019-06-19 00:00:00.000;ATIVO;30624290
79241;460808;2019-06-19 00:00:00.000;ATIVO;30190001
79242;460809;2019-06-19 00:00:00.000;ATIVO;31870700
79246;460813;2019-06-19 00:00:00.000;ATIVO;31742195
79247;476462;2020-07-09 12:36:18.000;ATIVO;31990385
79250;460817;2019-06-19 00:00:00.000;ATIVO;31840120
79251;460818;2019-06-19 00:00:00.000;ATIVO;30240330
79255;511161;2021-10-21 10:12:10.000;NEFETIVADO;31730160
79257;460824;2019-06-19 00:00:00.000;ATIVO;30590265
79258;460825;2019-06-19 00:00:00.000;ATIVO;30668350
79260;460827;2019-06-19 00:00:00.000;ATIVO;30664003
79261;460828;2019-06-19 00:00:00.000;ATIVO;31250205
79281;460848;2019-06-19 00:00:00.000;ATIVO;30285190
79282;555920;2023-05-18 14:07:08.000;ATIVO;30624350
79283;511578;2021-10-26 08:43:31.000;ATIVO;30620020
79284;460851;2019-06-21 00:00:00.000;ATIVO;30644220
79285;460852;2019-06-21 00:00:00.000;ATIVO;30710040
79292;460859;2020-05-09 00:00:00.000;ATIVO;31110170
79295;460862;2019-06-21 00:00:00.000;ATIVO;30668271
79296;460863;2019-06-21 00:00:00.000;ATIVO;31155320
79299;460866;2019-06-21 00:00:00.000;ATIVO;31578330
79301;460868;2019-06-21 00:00:00.000;ATIVO;30570340
79303;460870;2019-06-21 00:00:00.000;ATIVO;30624245
79308;460875;2019-06-22 00:00:00.000;ATIVO;30666333
79309;460876;2019-06-22 00:00:00.000;ATIVO;31545170
79310;460877;2019-06-22 00:00:00.000;ATIVO;31570180
79315;460882;2019-06-22 00:00:00.000;ATIVO;30624520
79317;550947;2023-03-10 08:57:59.000;ATIVO;30620210
79318;483364;2020-10-16 15:31:19.000;ATIVO;30624270
79321;460888;2019-06-24 00:00:00.000;ATIVO;30624290
79328;460895;2019-06-24 00:00:00.000;ATIVO;30240051
79329;534068;2022-09-29 13:07:52.000;NEFETIVADO;30285140
79331;460898;2019-06-24 00:00:00.000;ATIVO;31050690
79336;460903;2019-06-24 00:00:00.000;ATIVO;31975340
79340;518135;2022-02-02 10:43:09.000;ATIVO;30670330
79344;528569;2022-07-08 09:49:02.000;ATIVO;30285350
79352;517577;2022-01-24 12:36:09.000;NEFETIVADO;31080180
79356;556696;2023-05-30 11:48:51.000;ATIVO;30664000
79359;552475;2023-09-01 00:00:00.000;NEFETIVADO;30620050
79363;460930;2019-06-26 00:00:00.000;ATIVO;30516260
79366;460933;2019-06-24 00:00:00.000;ATIVO;30670290
79370;460937;2019-06-24 00:00:00.000;ATIVO;30692500
79373;571202;2024-02-26 13:02:58.000;CARENCIA;30672220
79375;460942;2019-06-24 00:00:00.000;ATIVO;30620010
79380;460947;2019-06-24 00:00:00.000;ATIVO;31050530
79382;460949;2019-06-24 00:00:00.000;ATIVO;31575020
79386;460953;2019-06-24 00:00:00.000;ATIVO;30624110
79391;560951;2023-08-04 10:11:47.000;SUSPENSO;31910385
79394;460961;2019-07-23 00:00:00.000;ATIVO;30666235
79400;460967;2019-06-24 00:00:00.000;ATIVO;30624230
79401;553512;2023-04-17 14:03:33.000;ATIVO;30626080
79403;460970;2019-06-24 00:00:00.000;ATIVO;30610770
79407;526789;2022-06-10 08:45:25.000;ATIVO;31050010
79412;460979;2019-06-24 00:00:00.000;ATIVO;31050530
79413;460980;2020-02-28 00:00:00.000;ATIVO;31050270
79416;460983;2019-06-25 00:00:00.000;ATIVO;31050585
79420;460987;2019-06-25 00:00:00.000;SUSPENSO;30260380
79432;460999;2019-06-25 00:00:00.000;ATIVO;30431330
79436;461003;2019-06-25 00:00:00.000;ATIVO;31995170
79440;461007;2019-06-25 00:00:00.000;ATIVO;31110150
79445;483418;2020-10-19 08:34:49.000;SUSPENSO;30860330
79446;550217;2023-03-01 13:06:52.000;ATIVO;30290120
79448;461015;2020-04-30 00:00:00.000;ATIVO;31844030
79449;461016;2019-06-25 00:00:00.000;ATIVO;31545020
79451;461018;2019-06-25 00:00:00.000;ATIVO;30286070
79453;461020;2019-06-25 00:00:00.000;ATIVO;30626485
79455;461022;2019-06-26 00:00:00.000;ATIVO;30881352
79458;461025;2019-06-26 00:00:00.000;ATIVO;31170200
79463;461030;2019-06-26 00:00:00.000;ATIVO;31070400
79464;461031;2019-06-26 00:00:00.000;ATIVO;30720550
79465;556022;2023-05-19 10:49:43.000;ATIVO;30720370
79469;559367;2023-07-11 12:03:38.000;SUSPENSO;30810010
79470;461037;2019-06-26 00:00:00.000;ATIVO;30150100
79471;461038;2019-06-26 00:00:00.000;ATIVO;30285280
79472;517090;2022-01-14 15:05:24.000;ATIVO;31370645
79474;546417;2022-12-26 17:36:48.000;ATIVO;30810290
79476;461043;2019-06-26 00:00:00.000;ATIVO;30310710
79481;568713;2023-12-14 12:30:58.000;CARENCIA;30285280
79486;507279;2021-08-27 08:45:11.000;ATIVO;31520030
79493;529544;2022-07-26 17:24:11.000;NEFETIVADO;31575250
79493;546562;2022-12-30 08:38:41.000;NEFETIVADO;31575250
79494;461061;2019-07-09 00:00:00.000;ATIVO;30692560
79495;461062;2019-06-27 00:00:00.000;ATIVO;30285033
79498;461065;2019-06-27 00:00:00.000;SUSPENSO;31680420
79499;461066;2019-06-27 00:00:00.000;ATIVO;30285280
79502;461069;2019-06-27 00:00:00.000;ATIVO;31730230
79503;521339;2022-03-21 16:49:50.000;ATIVO;30285150
79507;461074;2019-06-27 00:00:00.000;ATIVO;31250170
79508;461075;2019-06-27 00:00:00.000;ATIVO;30295310
79510;461077;2019-07-03 00:00:00.000;ATIVO;31050250
79512;522845;2022-04-14 20:23:38.000;ATIVO;31870750
79514;461081;2019-06-27 00:00:00.000;ATIVO;30285280
79515;554247;2023-04-27 10:43:00.000;ATIVO;30286160
79516;514828;2021-11-25 12:12:29.000;ATIVO;30285255
79517;461084;2019-06-27 00:00:00.000;ATIVO;31810190
79518;461085;2020-05-06 00:00:00.000;ATIVO;31070040
79522;461089;2019-06-27 00:00:00.000;ATIVO;31580170
79526;565367;2023-10-18 15:10:30.000;ATIVO;31365770
79528;564612;2023-10-05 19:14:36.000;ATIVO;31870010
79531;461098;2019-06-28 00:00:00.000;ATIVO;30295040
79534;461101;2019-06-28 00:00:00.000;ATIVO;31872330
79535;461102;2019-06-28 00:00:00.000;ATIVO;31950360
79536;461103;2019-06-28 00:00:00.000;ATIVO;30285185
79537;461104;2019-06-28 00:00:00.000;ATIVO;31080270
79539;461106;2019-06-28 00:00:00.000;ATIVO;31050583
79541;570157;2024-01-24 10:18:10.000;EFETIVADO;31060520
79543;521347;2022-03-22 09:00:55.000;ATIVO;31070410
79544;544179;2022-11-21 17:55:37.000;ATIVO;30285170
79546;461113;2019-06-28 00:00:00.000;ATIVO;31210690
79547;461114;2019-12-05 00:00:00.000;ATIVO;30830482
79550;572236;2024-03-21 18:10:32.000;NEFETIVADO;30260920
79551;568920;2023-12-19 10:52:27.000;CARENCIA;31340300
79555;461122;2019-06-28 00:00:00.000;ATIVO;31742123
79556;461123;2019-06-28 00:00:00.000;ATIVO;31250070
79559;461126;2019-06-28 00:00:00.000;ATIVO;31910110
79561;461128;2019-07-12 00:00:00.000;ATIVO;30775040
79562;461129;2019-06-28 00:00:00.000;ATIVO;30692295
79573;461140;2019-07-01 00:00:00.000;ATIVO;31150530
79574;461141;2019-07-01 00:00:00.000;ATIVO;31250720
79576;556613;2023-07-12 00:00:00.000;ATIVO;31150560
79579;461146;2019-07-01 00:00:00.000;ATIVO;30260350
79583;461150;2019-07-01 00:00:00.000;ATIVO;31910560
79584;461151;2019-07-01 00:00:00.000;ATIVO;30285658
79586;562694;2023-08-31 09:44:22.000;NEFETIVADO;31573140
79589;461156;2019-07-01 00:00:00.000;ATIVO;30830360
79591;552158;2023-03-24 10:26:24.000;ATIVO;30295310
79594;461161;2019-07-05 00:00:00.000;ATIVO;30555120
79600;461167;2019-07-01 00:00:00.000;ATIVO;31990230
79603;461170;2019-07-01 00:00:00.000;ATIVO;31990550
79606;461173;2019-07-01 00:00:00.000;ATIVO;30285180
79609;461176;2019-07-01 00:00:00.000;ATIVO;30285150
79610;461177;2019-07-01 00:00:00.000;ATIVO;31070090
79612;461179;2019-07-01 00:00:00.000;ATIVO;31920230
79614;461181;2019-07-01 00:00:00.000;ATIVO;31050240
79618;499462;2021-05-18 16:06:03.000;ATIVO;31170210
79619;461186;2019-07-01 00:00:00.000;ATIVO;31250450
79621;461188;2019-07-01 00:00:00.000;ATIVO;31150530
79624;461191;2019-07-01 00:00:00.000;ATIVO;31570000
79628;461195;2019-07-01 00:00:00.000;ATIVO;31150160
79629;461196;2019-07-01 00:00:00.000;ATIVO;31250145
79630;461197;2019-07-01 00:00:00.000;ATIVO;31250550
79631;461198;2019-07-01 00:00:00.000;ATIVO;31910460
79645;542901;2022-11-09 08:48:10.000;ATIVO;30620020
79646;506111;2021-08-10 15:20:06.000;ATIVO;30285120
79647;461214;2019-07-01 00:00:00.000;ATIVO;30532070
79648;461215;2019-07-02 00:00:00.000;ATIVO;30720540
79651;461218;2019-07-02 00:00:00.000;ATIVO;31930240
79653;564668;2023-10-06 16:01:47.000;ATIVO;31050620
79654;461221;2019-07-02 00:00:00.000;ATIVO;30810010
79657;518461;2022-02-07 12:52:21.000;ATIVO;31578035
79660;461227;2019-07-02 00:00:00.000;ATIVO;31230600
79669;461236;2019-07-02 00:00:00.000;ATIVO;31230220
79672;461239;2019-07-02 00:00:00.000;ATIVO;31930520
79673;461240;2019-07-02 00:00:00.000;ATIVO;31990550
79674;461241;2019-07-02 00:00:00.000;ATIVO;30285170
79675;461242;2019-07-02 00:00:00.000;ATIVO;30668190
79677;461244;2019-07-02 00:00:00.000;ATIVO;30295170
79679;488201;2020-12-07 13:10:04.000;ATIVO;31985360
79682;461249;2019-07-02 00:00:00.000;ATIVO;30285150
79683;461250;2019-07-02 00:00:00.000;ATIVO;31990520
79684;461251;2019-07-02 00:00:00.000;ATIVO;31990520
79685;461252;2019-07-02 00:00:00.000;ATIVO;31050740
79687;569482;2024-01-04 12:58:42.000;SUSPENSO;31872140
79690;461257;2019-07-02 00:00:00.000;ATIVO;31535040
79693;461260;2019-07-02 00:00:00.000;ATIVO;31230120
79694;461261;2019-07-02 00:00:00.000;ATIVO;31990505
79699;461266;2019-07-02 00:00:00.000;ATIVO;31050135
79703;461270;2019-07-23 00:00:00.000;ATIVO;31080160
79703;521040;2022-03-17 16:06:52.000;ATIVO;31080160
79704;461271;2019-07-02 00:00:00.000;ATIVO;31990230
79706;529798;2022-07-29 13:45:23.000;ATIVO;30865030
79707;500075;2021-05-26 11:53:15.000;NEFETIVADO;30670190
79708;511764;2021-10-27 10:39:14.000;ATIVO;31810080
79709;461276;2019-07-03 00:00:00.000;ATIVO;31160320
79710;461277;2019-07-03 00:00:00.000;ATIVO;30285410
79713;461280;2019-07-03 00:00:00.000;ATIVO;30285190
79714;480797;2020-09-09 11:33:30.000;ATIVO;30295530
79716;461283;2019-07-03 00:00:00.000;ATIVO;30290100
79718;461285;2019-07-03 00:00:00.000;ATIVO;30770050
79721;461288;2019-07-03 00:00:00.000;ATIVO;31150640
79724;524029;2022-05-05 10:40:45.000;ATIVO;30692290
79727;461294;2019-07-03 00:00:00.000;ATIVO;31920460
79728;461295;2019-07-03 00:00:00.000;ATIVO;30421124
79729;461296;2019-07-03 00:00:00.000;ATIVO;30855340
79733;560228;2023-07-21 12:22:24.000;ATIVO;31990607
79742;461309;2019-07-03 00:00:00.000;ATIVO;31870290
79744;461311;2019-07-03 00:00:00.000;ATIVO;31995160
79746;461313;2019-07-03 00:00:00.000;ATIVO;31250180
79748;461315;2019-07-03 00:00:00.000;ATIVO;31150160
79749;461316;2019-07-03 00:00:00.000;ATIVO;30550032
79754;461321;2019-07-04 00:00:00.000;ATIVO;30310270
79755;461322;2019-07-04 00:00:00.000;ATIVO;31990545
79757;461324;2019-07-04 00:00:00.000;ATIVO;31010120
79758;461325;2019-07-04 00:00:00.000;ATIVO;30750400
79768;461335;2019-07-04 00:00:00.000;SUSPENSO;30620680
79771;461338;2019-07-04 00:00:00.000;ATIVO;31990600
79772;476586;2020-07-10 15:13:35.000;ATIVO;31741336
79773;564130;2023-09-25 10:42:31.000;ATIVO;31515287
79776;516659;2022-01-06 13:53:51.000;SUSPENSO;31742504
79777;461344;2019-07-04 00:00:00.000;ATIVO;31010514
79778;461345;2019-07-04 00:00:00.000;ATIVO;30575000
79780;571407;2024-03-01 12:43:13.000;EFETIVADO;30670545
79783;461350;2019-07-04 00:00:00.000;ATIVO;30672020
79785;461352;2019-08-16 00:00:00.000;ATIVO;30380725
79787;461354;2019-07-05 00:00:00.000;ATIVO;31872040
79788;461355;2019-07-05 00:00:00.000;ATIVO;31360340
79791;461358;2019-07-05 00:00:00.000;ATIVO;31950390
79792;461359;2019-07-05 00:00:00.000;SUSPENSO;31730530
79797;461364;2019-07-05 00:00:00.000;ATIVO;31050390
79798;542034;2022-11-07 00:00:00.000;ATIVO;31035150
79799;461366;2019-07-05 00:00:00.000;ATIVO;31080150
79800;548592;2023-02-03 11:16:55.000;ATIVO;30286140
79803;461370;2019-07-06 00:00:00.000;ATIVO;31230552
79804;461371;2019-07-05 00:00:00.000;ATIVO;30290100
79806;539837;2022-10-05 17:56:17.000;ATIVO;31050550
79809;461376;2019-07-05 00:00:00.000;ATIVO;30285180
79812;461379;2019-07-05 00:00:00.000;ATIVO;31250145
79813;461380;2019-07-05 00:00:00.000;ATIVO;31990240
79815;479564;2020-08-19 18:32:51.000;NEFETIVADO;31870760
79817;461384;2019-07-05 00:00:00.000;ATIVO;30120060
79823;461390;2019-07-05 00:00:00.000;ATIVO;31741310
79826;461393;2019-07-05 00:00:00.000;ATIVO;30668835
79828;461395;2019-07-05 00:00:00.000;ATIVO;31741330
79829;461396;2019-07-05 00:00:00.000;ATIVO;30620210
79831;461398;2019-07-05 00:00:00.000;ATIVO;30626230
79832;461399;2019-07-05 00:00:00.000;ATIVO;31520050
79833;461400;2019-07-05 00:00:00.000;ATIVO;30881292
79834;461401;2019-07-05 00:00:00.000;ATIVO;30580310
79839;461406;2019-07-05 00:00:00.000;ATIVO;31530120
79843;461410;2019-07-06 00:00:00.000;ATIVO;30870180
79847;572956;2024-04-10 13:10:58.000;NEFETIVADO;31872040
79850;461417;2019-07-06 00:00:00.000;ATIVO;31575460
79855;461422;2019-07-08 00:00:00.000;ATIVO;31255240
79856;461423;2019-07-08 00:00:00.000;ATIVO;31814200
79859;552051;2023-03-23 08:49:28.000;ATIVO;31575580
79861;461428;2019-07-08 00:00:00.000;ATIVO;31570510
79863;461430;2019-07-08 00:00:00.000;ATIVO;31535350
79868;564674;2023-10-06 16:28:08.000;ATIVO;31370590
79869;461436;2019-07-08 00:00:00.000;SUSPENSO;30590280
79870;461437;2019-07-08 00:00:00.000;ATIVO;31565260
79874;461441;2019-07-08 00:00:00.000;ATIVO;31870430
79877;461444;2019-12-11 00:00:00.000;ATIVO;30270340
79878;461445;2019-07-08 00:00:00.000;ATIVO;30260031
79880;545210;2022-12-07 13:43:17.000;ATIVO;31872100
79881;572374;2024-03-26 14:26:49.000;ATIVO;31255500
79886;481618;2020-09-21 15:36:50.000;SUSPENSO;30295060
79887;484304;2020-10-30 19:28:32.000;ATIVO;31525200
79890;572765;2024-04-06 09:12:54.000;EFETIVADO;30295470
79894;461461;2019-07-08 00:00:00.000;ATIVO;31741320
79898;529764;2022-07-29 11:01:29.000;ATIVO;30270470
79899;461466;2019-07-08 00:00:00.000;ATIVO;31578120
79908;568296;2023-12-06 11:05:38.000;SUSPENSO;31998090
79910;461477;2019-07-09 00:00:00.000;SUSPENSO;30770480
79911;461478;2019-07-09 00:00:00.000;ATIVO;31510420
79915;461482;2019-07-09 00:00:00.000;ATIVO;31050310
79918;461485;2019-07-09 00:00:00.000;ATIVO;30290570
79920;461487;2019-07-09 00:00:00.000;ATIVO;31050294
79922;461489;2019-07-09 00:00:00.000;ATIVO;30285180
79929;461496;2019-07-09 00:00:00.000;ATIVO;31990515
79930;562812;2023-09-01 14:45:43.000;ATIVO;31975320
79931;567657;2023-11-24 15:06:04.000;SUSPENSO;31320170
79935;461502;2019-07-09 00:00:00.000;ATIVO;31748075
79937;461504;2019-07-09 00:00:00.000;ATIVO;30286120
79938;461505;2019-07-09 00:00:00.000;ATIVO;33120050
79940;461507;2019-07-09 00:00:00.000;ATIVO;30285140
79948;461515;2019-07-09 00:00:00.000;ATIVO;31746155
79952;461519;2019-07-09 00:00:00.000;ATIVO;30575490
79954;488378;2020-12-10 08:09:53.000;ATIVO;31975140
79955;461522;2019-07-09 00:00:00.000;ATIVO;31990580
79957;461524;2019-07-09 00:00:00.000;ATIVO;31320370
79958;461525;2019-07-09 00:00:00.000;ATIVO;30660080
79961;461528;2019-07-09 00:00:00.000;ATIVO;30644110
79962;461529;2019-07-09 00:00:00.000;ATIVO;31370635
79967;461534;2019-07-09 00:00:00.000;ATIVO;30431214
79974;564086;2023-09-22 10:40:52.000;ATIVO;31260460
79975;461542;2019-07-10 00:00:00.000;ATIVO;30270470
79976;461543;2019-07-10 00:00:00.000;ATIVO;31050090
79978;461545;2019-07-10 00:00:00.000;ATIVO;31520330
79981;501787;2021-06-16 11:05:47.000;ATIVO;31990585
79983;461550;2019-07-10 00:00:00.000;ATIVO;30240010
79984;461551;2019-07-10 00:00:00.000;ATIVO;30290160
79989;403302;2009-05-26 00:00:00.000;ATIVO;31985480
79989;570372;2024-01-30 11:14:15.000;ATIVO;31985480
79990;461557;2019-07-10 00:00:00.000;ATIVO;30380262
79995;490329;2021-01-18 11:04:23.000;ATIVO;31842720
80001;461568;2019-07-10 00:00:00.000;ATIVO;31744206
80004;480130;2020-08-28 11:36:08.000;ATIVO;31720590
80006;461573;2019-07-10 00:00:00.000;ATIVO;31920430
80007;461574;2019-07-10 00:00:00.000;ATIVO;30690470
80010;461577;2019-07-10 00:00:00.000;ATIVO;31630000
80018;461585;2019-07-10 00:00:00.000;ATIVO;30220060
80020;494635;2021-03-18 09:43:52.000;ATIVO;31985510
80026;461593;2019-07-11 00:00:00.000;ATIVO;30285120
80027;520515;2022-03-11 11:45:14.000;ATIVO;30295410
80029;551589;2023-03-16 15:45:15.000;ATIVO;31872540
80030;461597;2019-07-11 00:00:00.000;ATIVO;31230770
80032;570026;2024-01-19 11:11:43.000;EFETIVADO;30285080
80037;461604;2019-07-11 00:00:00.000;ATIVO;30830090
80039;461606;2019-07-11 00:00:00.000;ATIVO;31814356
80044;461611;2019-07-11 00:00:00.000;ATIVO;30620060
80046;461613;2019-07-11 00:00:00.000;ATIVO;31050740
80047;461614;2019-07-11 00:00:00.000;ATIVO;30666630
80048;461615;2019-07-11 00:00:00.000;ATIVO;31995410
80053;461620;2019-07-11 00:00:00.000;ATIVO;30285160
80056;461623;2019-07-11 00:00:00.000;ATIVO;30670260
80060;519683;2022-02-22 13:57:25.000;ATIVO;31844240
80065;461632;2019-07-11 00:00:00.000;ATIVO;30666510
80068;461635;2019-07-11 00:00:00.000;ATIVO;30672160
80070;564511;2023-10-04 10:44:13.000;ATIVO;31720620
80073;551505;2023-03-16 10:56:48.000;ATIVO;31515180
80076;461643;2019-07-11 00:00:00.000;ATIVO;31030250
80077;461644;2019-07-11 00:00:00.000;ATIVO;31580175
80078;461645;2019-11-20 00:00:00.000;ATIVO;31615250
80079;461646;2019-07-11 00:00:00.000;ATIVO;31260450
80080;461647;2019-07-11 00:00:00.000;ATIVO;31155550
80087;461654;2019-07-11 00:00:00.000;ATIVO;30666640
80089;461656;2020-01-03 00:00:00.000;ATIVO;30720000
80092;461659;2019-07-12 00:00:00.000;ATIVO;31010330
80093;461660;2019-07-12 00:00:00.000;ATIVO;31250450
80094;461661;2019-07-12 00:00:00.000;ATIVO;31578570
80095;511459;2021-10-25 11:23:43.000;ATIVO;30240080
80098;461665;2019-07-12 00:00:00.000;ATIVO;30285325
80099;461666;2019-07-12 00:00:00.000;ATIVO;30170141
80100;476603;2020-07-11 09:10:15.000;NEFETIVADO;31872540
80101;485712;2020-11-10 19:16:52.000;ATIVO;30280220
80104;461671;2019-07-12 00:00:00.000;ATIVO;31975020
80112;461679;2019-07-12 00:00:00.000;ATIVO;31155580
80116;461683;2019-07-12 00:00:00.000;ATIVO;30640095
80118;487396;2020-11-24 19:19:04.000;ATIVO;31550250
80119;461686;2019-07-12 00:00:00.000;ATIVO;30626470
80120;513468;2021-11-11 09:42:20.000;ATIVO;31580250
80127;461694;2019-07-12 00:00:00.000;ATIVO;31814080
80129;461696;2019-07-12 00:00:00.000;ATIVO;31980284
80132;461699;2019-07-12 00:00:00.000;SUSPENSO;30514280
80134;461701;2019-07-26 00:00:00.000;ATIVO;31540500
80136;461703;2019-07-13 00:00:00.000;ATIVO;30530300
80144;548506;2023-02-02 13:28:38.000;ATIVO;31510030
80146;461713;2019-07-13 00:00:00.000;ATIVO;31650160
80149;504987;2021-07-27 10:16:15.000;ATIVO;30670360
80152;461719;2019-07-13 00:00:00.000;ATIVO;31814323
80154;560208;2023-07-21 10:29:04.000;NEFETIVADO;30870300
80157;515834;2021-12-14 13:38:46.000;ATIVO;30672770
80161;461728;2019-07-15 00:00:00.000;ATIVO;31230610
80162;461729;2019-07-15 00:00:00.000;ATIVO;30285170
80166;461733;2019-07-15 00:00:00.000;ATIVO;31652385
80170;461737;2019-07-15 00:00:00.000;SUSPENSO;30270240
80171;500579;2021-06-01 08:09:56.000;NEFETIVADO;31070370
80172;564848;2023-10-11 08:36:28.000;ATIVO;31110650
80179;461746;2019-07-25 00:00:00.000;ATIVO;31742810
80181;461748;2019-07-15 00:00:00.000;ATIVO;30672160
80182;461749;2019-07-15 00:00:00.000;ATIVO;31515440
80183;461750;2019-07-15 00:00:00.000;ATIVO;31920550
80187;461754;2019-07-15 00:00:00.000;ATIVO;31990505
80190;461757;2019-07-15 00:00:00.000;ATIVO;31520030
80191;461758;2019-07-15 00:00:00.000;ATIVO;30672580
80193;563710;2023-09-16 14:01:45.000;ATIVO;31250080
80198;461765;2019-07-15 00:00:00.000;ATIVO;31140310
80202;461769;2019-07-15 00:00:00.000;ATIVO;30285350
80203;461770;2024-01-05 00:00:00.000;ATIVO;31255760
80204;482439;2020-10-02 14:03:42.000;SUSPENSO;30672150
80206;461773;2019-07-15 00:00:00.000;ATIVO;31360290
80209;572023;2024-03-18 10:01:25.000;CARENCIA;31070360
80210;461777;2019-07-16 00:00:00.000;ATIVO;31920430
80217;461784;2019-07-16 00:00:00.000;ATIVO;30240288
80218;461785;2020-04-15 00:00:00.000;ATIVO;30285160
80219;461786;2019-07-16 00:00:00.000;ATIVO;31975412
80220;461787;2019-07-16 00:00:00.000;SUSPENSO;31974001
80222;559390;2023-07-11 13:11:10.000;ATIVO;31974020
80226;461793;2019-07-16 00:00:00.000;ATIVO;31255150
80228;461795;2019-07-16 00:00:00.000;ATIVO;31930750
80229;461796;2019-11-05 00:00:00.000;ATIVO;31930750
80235;461802;2019-07-16 00:00:00.000;ATIVO;31930570
80238;558115;2023-06-20 13:32:03.000;ATIVO;30670330
80242;461809;2019-07-16 00:00:00.000;ATIVO;30830100
80244;461811;2019-07-16 00:00:00.000;ATIVO;31910080
80247;461814;2019-07-16 00:00:00.000;ATIVO;30575010
80248;461815;2019-07-16 00:00:00.000;ATIVO;30720490
80249;461816;2020-06-05 00:00:00.000;ATIVO;30672510
80253;461820;2019-07-16 00:00:00.000;ATIVO;30590253
80255;461822;2019-11-04 00:00:00.000;ATIVO;30810427
80257;565378;2023-10-18 16:13:59.000;ATIVO;31870020
80258;488870;2020-12-18 09:04:21.000;ATIVO;30620050
80261;461828;2019-07-16 00:00:00.000;ATIVO;31980320
80264;565862;2023-10-27 20:06:48.000;ATIVO;30494220
80266;461833;2019-07-17 00:00:00.000;ATIVO;30672220
80268;461835;2019-07-17 00:00:00.000;ATIVO;31060656
80270;461837;2019-07-17 00:00:00.000;ATIVO;30820320
80271;461838;2019-07-17 00:00:00.000;ATIVO;30710610
80275;545743;2022-12-14 14:11:45.000;ATIVO;31320360
80278;461845;2019-07-17 00:00:00.000;ATIVO;31660270
80287;528693;2022-07-11 12:55:07.000;ATIVO;30431191
80288;461855;2019-07-17 00:00:00.000;SUSPENSO;30881440
80289;571329;2024-02-29 09:45:05.000;EFETIVADO;30666660
80291;461858;2019-07-17 00:00:00.000;ATIVO;31573520
80292;461859;2019-07-17 00:00:00.000;ATIVO;30668570
80293;461860;2019-07-17 00:00:00.000;ATIVO;30286070
80301;546550;2022-12-29 16:50:19.000;ATIVO;30285540
